osmid,x,y
905282065,77.3024572,28.6196092
905282100,77.3000691,28.6169481
905282102,77.3119567,28.6113495
905282170,77.3016385,28.6131485
905282188,77.3106573,28.6068575
905282191,77.3136048,28.6122222
905282217,77.3141611,28.6107317
905282233,77.3107497,28.6065995
905282245,77.3054099,28.6183297
905282250,77.3125825,28.6076344
905282257,77.3117874,28.6068296
905282259,77.2964908,28.6187757
905282262,77.3089703,28.6089016
905282293,77.3127025,28.606668
905282303,77.3112847,28.6070492
905282324,77.2895544,28.61322
905282332,77.3114183,28.6108249
905282340,77.3094466,28.6100233
905282345,77.3075546,28.6127006
905282347,77.3130742,28.6105714
905282361,77.3112247,28.607208
905282411,77.311445,28.607675
905282456,77.3102624,28.6078917
905282461,77.3126234,28.6117277
905282463,77.3094672,28.6250337
905282466,77.3122882,28.6105197
905282501,77.3108813,28.6110316
905282521,77.3118883,28.6115209
905282560,77.3129553,28.6088499
905282576,77.31131,28.6098812
905282611,77.3109921,28.6088583
905282646,77.2865447,28.6187773
905282648,77.2975733,28.6156993
905282653,77.3123977,28.6063276
905282672,77.3108864,28.6041661
905282684,77.3095663,28.6097041
905282693,77.2989497,28.6174952
905282707,77.3115609,28.6104728
905282713,77.2868534,28.6182965
905282726,77.3003605,28.6167907
905282734,77.3022289,28.6242169
905282743,77.3108947,28.6080788
905282756,77.3147022,28.6112388
905282781,77.3103258,28.6077313
905282787,77.3104973,28.6101559
905282797,77.3131403,28.6083827
905282813,77.3128694,28.6123575
905282815,77.3082194,28.6109759
905282825,77.3098014,28.610887
905282826,77.3122227,28.6106836
905282856,77.3130129,28.6087053
905282860,77.3076235,28.6126271
905282890,77.3123889,28.6092832
905282898,77.3130524,28.6118556
905282973,77.3112104,28.6101821
905282975,77.2961954,28.6220869
905282978,77.3062847,28.6176334
905282990,77.3075245,28.6126183
905283041,77.301321,28.6193166
905283054,77.3105011,28.608315
905283058,77.311494,28.6106454
905283074,77.3154729,28.61241
905283102,77.310176,28.6109986
905283154,77.310771,28.6083968
905283157,77.316978,28.6112752
905283161,77.2916622,28.6141355
905283166,77.3105621,28.609986
905283186,77.302861,28.6129345
905283195,77.3090526,28.6110331
905283223,77.311249,28.6081836
905283229,77.311232,28.6113132
905283256,77.3102925,28.6097428
905283273,77.3101428,28.6082065
905283310,77.3096785,28.6093945
905283320,77.2936152,28.6180354
905283381,77.3128207,28.609183
905283387,77.3143395,28.612239
905283390,77.3117083,28.6069802
905283397,77.3135701,28.6073109
905283419,77.3079744,28.6178879
905283423,77.3159044,28.6112517
905283430,77.3124512,28.6079685
905283431,77.3105972,28.607015
905283436,77.3140488,28.6110507
905283439,77.3055556,28.6253342
905283458,77.3146881,28.6125504
905283460,77.3121244,28.6059798
905283475,77.3123358,28.6070045
905283490,77.3134261,28.6108527
905283496,77.3098635,28.6107267
905283500,77.3154064,28.6125715
905283526,77.3130167,28.6107286
905283533,77.294645,28.6162071
905283549,77.309546,28.6108109
905283557,77.3098509,28.6099633
905283561,77.2981364,28.6161986
905283614,77.3002351,28.6159193
905283619,77.3121793,28.6088246
905283623,77.3113124,28.6080229
905283637,77.3110384,28.6118076
905283657,77.3101693,28.6100582
905283664,77.2987113,28.6171151
905283676,77.3119655,28.608216
905283695,77.3128813,28.6090361
905283747,77.3134256,28.6076726
905283749,77.3137311,28.6118889
905283763,77.3083651,28.6210372
905283797,77.3106651,28.6096888
905283807,77.3135356,28.6073973
905283810,77.2867028,28.618531
905283826,77.312371,28.6081489
905283830,77.3119715,28.6068883
905283836,77.3133625,28.6078305
905283843,77.3112631,28.6100319
905283873,77.3211752,28.6144278
905283885,77.3111628,28.6073718
905283892,77.3156629,28.611912
905283934,77.3091846,28.6107032
905283969,77.3021159,28.6241789
905283984,77.310237,28.6108386
905284009,77.3000371,28.6153093
905284022,77.295314,28.6158851
905284049,77.3097895,28.6091325
905284068,77.311747,28.6118631
905284091,77.2994529,28.6166732
905284092,77.31184,28.6085432
905284096,77.3102082,28.6080349
905284104,77.3111664,28.6114868
905284108,77.3205954,28.6154632
905284149,77.3127413,28.6114162
905284165,77.3058882,28.6186602
905284194,77.3097638,28.6082886
905284201,77.2988129,28.619372
905284204,77.3115798,28.6073171
905284212,77.3139912,28.6112027
905284238,77.3073484,28.6179453
905284247,77.3157909,28.6115761
905284252,77.3143976,28.6120849
905284259,77.3102305,28.607031
905284312,77.3150982,28.6115265
905284335,77.2966796,28.6184639
905284341,77.307043,28.6188092
905284343,77.3153476,28.6127446
905284355,77.2964196,28.6214626
905284362,77.3152232,28.6130647
905284377,77.3120145,28.6112031
905284384,77.3091219,28.6108719
905284395,77.3003742,28.6158442
905284396,77.2877727,28.6168592
905284398,77.313456,28.6075744
905284432,77.3119011,28.6083765
905284437,77.3111891,28.60835
905284442,77.3089955,28.611194
905284467,77.3109369,28.6108782
905284489,77.3090955,28.6086078
905284509,77.312683,28.6115713
905284514,77.2938579,28.6173184
905284522,77.3136775,28.6120303
905284558,77.3124033,28.6102074
905284567,77.311127,28.6085047
905284610,77.3104369,28.6065012
905284624,77.3070928,28.6170949
905284635,77.3098926,28.6088626
905284638,77.3151558,28.6113761
905284664,77.3116405,28.6071579
905284685,77.3065066,28.6186517
905284692,77.3124359,28.607035
905284694,77.3000009,28.6169815
905284697,77.313296,28.6111929
905284739,77.3131283,28.6104235
905284744,77.296899,28.6188932
905284751,77.2965496,28.6206523
905284759,77.3123142,28.6073637
905284766,77.3114137,28.6096275
905284767,77.2943431,28.6182199
905284772,77.3096021,28.6106484
905284798,77.2876665,28.6168305
905284847,77.3156007,28.6120598
905284869,77.311824,28.6116882
905284906,77.3055973,28.6252507
905284919,77.3142525,28.6105131
905284947,77.3100743,28.6083813
905284954,77.3063726,28.6174055
905284992,77.3068237,28.6177931
905284995,77.3108131,28.6040825
905284999,77.3076758,28.6189951
905285012,77.3012185,28.6163848
905285016,77.3147645,28.611075
905285021,77.3155311,28.6122551
905285036,77.313226,28.6113605
906439853,77.3129347,28.6171337
906439856,77.3142693,28.6155663
906439859,77.3138341,28.6135017
906439863,77.3108388,28.6143679
906439864,77.3201376,28.6181107
906439866,77.3140854,28.6141151
906439867,77.3160652,28.6160954
906439869,77.3129246,28.6159534
906439870,77.314978,28.6157751
906439873,77.3151395,28.6185515
906439879,77.3103523,28.6156249
906439881,77.3120102,28.6164665
906439883,77.3135502,28.6155263
906439884,77.3130757,28.6136354
906439885,77.3124903,28.6132677
906439887,77.314561,28.6177969
906439890,77.3141484,28.6158833
906439895,77.311876,28.6136484
906439896,77.3158809,28.6165847
906439900,77.3154419,28.6145154
906439902,77.31528,28.616219
906439904,77.3161964,28.6157475
906439906,77.31551,28.6143527
906439909,77.3148624,28.6173115
906439910,77.316792,28.6141671
906439913,77.3140822,28.6151254
906439914,77.3118053,28.6138276
906439916,77.3129515,28.6139656
906439920,77.3137733,28.6136521
906439921,77.3123591,28.6155395
906439922,77.3134127,28.6178124
906439924,77.3160086,28.6162457
906439927,77.3160038,28.6143203
906439931,77.3164763,28.6150049
906439936,77.3181578,28.6165326
906439938,77.3131971,28.6133129
906439939,77.3156966,28.6187204
906439943,77.3144586,28.6171919
906439944,77.3133121,28.6129339
906439945,77.3166602,28.614517
906439946,77.3148735,28.6139819
906439949,77.3136676,28.617144
906439951,77.3131408,28.6134626
906439952,77.3130713,28.6167809
906439954,77.3135402,28.6174781
906439955,77.3151229,28.6166108
906439956,77.3147481,28.6143107
906439957,77.3142108,28.6157196
906439959,77.3168078,28.6171148
906439961,77.3119414,28.6134825
906439962,77.3134756,28.6176477
906439964,77.3143308,28.615405
906439965,77.3159426,28.6144801
906439968,77.3147581,28.6195536
906439971,77.3149251,28.6171508
906439973,77.3120733,28.6162989
906439976,77.3157146,28.6170257
906439980,77.3130142,28.613799
906439985,77.3140843,28.6160515
906439988,77.3105052,28.6152297
906439990,77.313943,28.6144828
906439995,77.3149904,28.6169833
906439998,77.3165388,28.614839
906440000,77.3147987,28.6174749
906440002,77.3148107,28.6141466
906440003,77.3147714,28.6153296
906440004,77.3137294,28.6150199
906440005,77.3124248,28.6134436
906440007,77.3146848,28.6144767
906440010,77.3154711,28.6176717
906440011,77.314401,28.615221
906440017,77.3171791,28.6167801
906440020,77.3170093,28.6169195
906440022,77.3166009,28.6146741
906440023,77.3150031,28.613642
906440027,77.3149325,28.6138272
906440029,77.3130057,28.6169502
906440030,77.3139055,28.6133249
906440031,77.3151083,28.6154284
906440032,77.314605,28.6146861
906440035,77.3165617,28.6170412
906440041,77.3173183,28.6170112
906440042,77.3170179,28.616541
906440043,77.3132625,28.613139
906440046,77.3111628,28.6134441
906440049,77.3161388,28.6159003
906440051,77.3167205,28.6143569
906440053,77.313339,28.6180057
906440056,77.3113236,28.6129752
906440058,77.3123639,28.6136071
906440061,77.315347,28.616052
906440065,77.3172472,28.616608
906440068,77.3128367,28.6161762
906440072,77.312243,28.6131936
906440074,77.3146186,28.6176287
906440075,77.3145832,28.616864
906440079,77.3126029,28.6148918
906440080,77.3153943,28.6149142
906440083,77.3124057,28.6140116
906440086,77.3161247,28.6159377
906440089,77.3168453,28.6166832
906440094,77.3141487,28.6139515
906440099,77.3140338,28.6178263
906440100,77.3127129,28.6164899
906440103,77.3173744,28.6162864
906440108,77.3140413,28.6182185
906440109,77.3124224,28.6153714
906440111,77.3121912,28.6159857
906440112,77.3102891,28.6157881
906440113,77.3114781,28.6137272
906440116,77.3131351,28.616616
906440118,77.3155923,28.6173501
906440119,77.3139991,28.6162748
906440120,77.3119212,28.6166399
906440121,77.3109127,28.614177
906440127,77.3174066,28.6168497
906440131,77.3139153,28.6164946
906440132,77.3130659,28.6155622
906440133,77.314642,28.6167091
906440134,77.3122763,28.6157595
906440136,77.3112888,28.613114
906440137,77.3125407,28.615057
906440138,77.3137939,28.6168129
906440140,77.315657,28.6171785
906440141,77.3128795,28.6141568
